freq,p,o,rank,sum_freq,freq_dbpedia,tf,idf,tf_idf,rank_tf_idf
48,http://dbpedia.org/ontology/artist,http://dbpedia.org/resource/Red_Hot_Chili_Peppers,1,633,53,0.07582938388625593,11.742838504339685,0.8904522088598814,1
46,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Anthony_Kiedis,2,633,54,0.07266982622432859,11.724146371327532,0.8519916794329644,2
46,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Flea_(musician),2,633,54,0.07266982622432859,11.724146371327532,0.8519916794329644,2
40,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Chad_Smith,4,633,51,0.0631911532385466,11.78130478516748,0.7444742360295405,4
38,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/Warner_Records,5,633,3596,0.06003159557661927,7.525553022300295,0.4517709555251362,7
34,http://dbpedia.org/ontology/producer,http://dbpedia.org/resource/Rick_Rubin,6,633,191,0.053712480252764615,10.460856989845176,0.5618785744940538,6
31,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/John_Frusciante,7,633,38,0.04897314375987362,12.07554425816542,0.5913773649338516,5
27,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Alternative_rock,8,633,10977,0.04265402843601896,6.40957296420449,0.27339410747791665,9
22,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Funk_rock,9,633,515,0.03475513428120063,9.46896351722807,0.3290950985450514,8
9,http://dbpedia.org/ontology/genre,http://dbpedia.org/resource/Funk_metal,10,633,186,0.014218009478672985,10.487383744178604,0.14910972148121238,12
8,http://dbpedia.org/ontology/recordLabel,http://dbpedia.org/resource/EMI,11,633,2498,0.01263823064770932,7.889884727206284,0.09971418296627214,19
7,http://dbpedia.org/ontology/producer,http://dbpedia.org/resource/Michael_Beinhorn,12,633,44,0.011058451816745656,11.928940783973545,0.13191561688438358,14
7,http://dbpedia.org/ontology/writer,http://dbpedia.org/resource/Josh_Klinghoffer,12,633,9,0.011058451816745656,13.515905840555588,0.14946499349745515,11
